,date,category_name,name,disc_price,merchant,brand,day_week,month_number,month,day,week_number
49,2017-06-01,"remote, control, tv",Universal Remote Control - 48-Device Universal Remote - Black,239.99,Bestbuy.com,Universal Remote Control,Thursday,6,June,1,22
50,2017-06-01,"remote, control, tv",Universal Remote Control - 48-Device Universal Remote - Black,239.99,Bestbuy.com,Universal Remote Control,Thursday,6,June,1,22
51,2017-05-09,"remote, control, tv",Universal Remote Control - 48-Device Universal Remote - Black,239.99,Bestbuy.com,Universal Remote Control,Tuesday,5,May,9,19
52,2017-05-01,"remote, control, tv",Universal Remote Control - 48-Device Universal Remote - Black,239.99,Bestbuy.com,Universal Remote Control,Monday,5,May,1,18
53,2017-05-18,"remote, control, tv",Universal Remote Control - 48-Device Universal Remote - Black,239.99,Bestbuy.com,Universal Remote Control,Thursday,5,May,18,20
54,2017-10-10,"remote, control, tv",Universal Remote Control - 48-Device Universal Remote - Black,299.98,Bestbuy.com,Universal Remote Control,Tuesday,10,October,10,41
55,2017-09-12,"remote, control, tv",Universal Remote Control - 48-Device Universal Remote - Black,299.98,Bestbuy.com,Universal Remote Control,Tuesday,9,September,12,37
56,2017-09-06,"remote, control, tv",Universal Remote Control - 48-Device Universal Remote - Black,299.98,Bestbuy.com,Universal Remote Control,Wednesday,9,September,6,36
57,2017-08-30,"remote, control, tv",Universal Remote Control - 48-Device Universal Remote - Black,299.98,Bestbuy.com,Universal Remote Control,Wednesday,8,August,30,35
58,2017-09-18,"remote, control, tv",Universal Remote Control - 48-Device Universal Remote - Black,299.98,Bestbuy.com,Universal Remote Control,Monday,9,September,18,38
59,2017-07-31,"remote, control, tv",Universal Remote Control - 48-Device Universal Remote - Black,299.98,Bestbuy.com,Universal Remote Control,Monday,7,July,31,31
60,2017-08-01,"remote, control, tv",Universal Remote Control - 48-Device Universal Remote - Black,299.98,Bestbuy.com,Universal Remote Control,Tuesday,8,August,1,31
61,2017-07-26,"remote, control, tv",Universal Remote Control - 48-Device Universal Remote - Black,299.98,Bestbuy.com,Universal Remote Control,Wednesday,7,July,26,30
62,2017-06-01,"remote, control, tv",Universal Remote Control - 48-Device Universal Remote - Black,299.98,Bestbuy.com,Universal Remote Control,Thursday,6,June,1,22
63,2017-06-01,"remote, control, tv",Universal Remote Control - 48-Device Universal Remote - Black,299.98,Bestbuy.com,Universal Remote Control,Thursday,6,June,1,22
64,2017-05-09,"remote, control, tv",Universal Remote Control - 48-Device Universal Remote - Black,299.98,Bestbuy.com,Universal Remote Control,Tuesday,5,May,9,19
65,2017-05-01,"remote, control, tv",Universal Remote Control - 48-Device Universal Remote - Black,299.98,Bestbuy.com,Universal Remote Control,Monday,5,May,1,18
66,2017-05-18,"remote, control, tv",Universal Remote Control - 48-Device Universal Remote - Black,299.98,Bestbuy.com,Universal Remote Control,Thursday,5,May,18,20
67,2017-03-30,"remote, control, tv",Universal Remote Control - 48-Device Universal Remote - Black,299.98,Bestbuy.com,Universal Remote Control,Thursday,3,March,30,13
68,2017-03-10,"remote, control, tv",Universal Remote Control - 48-Device Universal Remote - Black,299.98,Bestbuy.com,Universal Remote Control,Friday,3,March,10,10
69,2017-03-04,"remote, control, tv",Universal Remote Control - 48-Device Universal Remote - Black,299.98,Bestbuy.com,Universal Remote Control,Saturday,3,March,4,9
70,2017-11-18,"sound, speaker, home",Acoustimass 6 Series V Home Theater Speaker System (Black),499.0,bhphotovideo.com,Bose,Saturday,11,November,18,46
71,2017-11-18,"sound, speaker, home",Acoustimass 6 Series V Home Theater Speaker System (Black),699.0,bhphotovideo.com,Bose,Saturday,11,November,18,46
72,2017-08-29,"sound, speaker, home",Acoustimass 6 Series V Home Theater Speaker System (Black),699.0,bhphotovideo.com,Bose,Tuesday,8,August,29,35
73,2017-08-22,"sound, speaker, home",Acoustimass 6 Series V Home Theater Speaker System (Black),699.0,bhphotovideo.com,Bose,Tuesday,8,August,22,34
74,2017-08-19,"sound, speaker, home",Acoustimass 6 Series V Home Theater Speaker System (Black),699.0,bhphotovideo.com,Bose,Saturday,8,August,19,33
75,2017-12-06,"sound, speaker, home",Acoustimass 6 Series V Home Theater Speaker System (Black),599.0,bhphotovideo.com,Bose,Wednesday,12,December,6,49
76,2017-12-06,"sound, speaker, home",Acoustimass 6 Series V Home Theater Speaker System (Black),599.0,bhphotovideo.com,Bose,Wednesday,12,December,6,49
77,2017-12-04,"sound, speaker, home",Acoustimass 6 Series V Home Theater Speaker System (Black),599.0,bhphotovideo.com,Bose,Monday,12,December,4,49
78,2017-07-31,"memory, computer, component",Corsair Vengeance LPX 16GB (2x8GB) DDR4 DRAM 3000MHz C15 Desktop Memory Kit - Black (CMK16GX4M2B3000C15),139.99,Bestbuy.com,Corsair,Monday,7,July,31,31
79,2017-07-26,"memory, computer, component",Corsair Vengeance LPX 16GB (2x8GB) DDR4 DRAM 3000MHz C15 Desktop Memory Kit - Black (CMK16GX4M2B3000C15),139.99,Bestbuy.com,Corsair,Wednesday,7,July,26,30
80,2017-10-10,"memory, computer, component",Corsair Vengeance LPX 16GB (2x8GB) DDR4 DRAM 3000MHz C15 Desktop Memory Kit - Black (CMK16GX4M2B3000C15),162.99,Bestbuy.com,Corsair,Tuesday,10,October,10,41
81,2017-09-06,"memory, computer, component",Corsair Vengeance LPX 16GB (2x8GB) DDR4 DRAM 3000MHz C15 Desktop Memory Kit - Black (CMK16GX4M2B3000C15),149.99,Bestbuy.com,Corsair,Wednesday,9,September,6,36
82,2017-08-30,"memory, computer, component",Corsair Vengeance LPX 16GB (2x8GB) DDR4 DRAM 3000MHz C15 Desktop Memory Kit - Black (CMK16GX4M2B3000C15),147.99,Bestbuy.com,Corsair,Wednesday,8,August,30,35
83,2017-08-23,"memory, computer, component",Corsair Vengeance LPX 16GB (2x8GB) DDR4 DRAM 3000MHz C15 Desktop Memory Kit - Black (CMK16GX4M2B3000C15),147.99,Bestbuy.com,Corsair,Wednesday,8,August,23,34
84,2017-09-18,"memory, computer, component",Corsair Vengeance LPX 16GB (2x8GB) DDR4 DRAM 3000MHz C15 Desktop Memory Kit - Black (CMK16GX4M2B3000C15),154.99,Bestbuy.com,Corsair,Monday,9,September,18,38
85,2017-09-12,"memory, computer, component",Corsair Vengeance LPX 16GB (2x8GB) DDR4 DRAM 3000MHz C15 Desktop Memory Kit - Black (CMK16GX4M2B3000C15),151.99,Bestbuy.com,Corsair,Tuesday,9,September,12,37
86,2017-09-28,"memory, computer, component",Corsair Vengeance LPX 16GB (2x8GB) DDR4 DRAM 3000MHz C15 Desktop Memory Kit - Black (CMK16GX4M2B3000C15),194.82,Walmart.com,Corsair,Thursday,9,September,28,39
87,2017-09-28,"memory, computer, component",Corsair Vengeance LPX 16GB (2x8GB) DDR4 DRAM 3000MHz C15 Desktop Memory Kit - Black (CMK16GX4M2B3000C15),158.95,Walmart.com,Corsair,Thursday,9,September,28,39
88,2017-09-08,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,55.99,Bestbuy.com,Outdoor Tech,Friday,9,September,8,36
89,2017-08-31,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,55.99,Bestbuy.com,Outdoor Tech,Thursday,8,August,31,35
90,2017-06-01,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,56.99,Bestbuy.com,Outdoor Tech,Thursday,6,June,1,22
91,2017-06-01,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,56.99,Bestbuy.com,Outdoor Tech,Thursday,6,June,1,22
92,2017-05-01,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,56.99,Bestbuy.com,Outdoor Tech,Monday,5,May,1,18
93,2017-05-10,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,56.99,Bestbuy.com,Outdoor Tech,Wednesday,5,May,10,19
94,2017-05-09,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,56.99,Bestbuy.com,Outdoor Tech,Tuesday,5,May,9,19
95,2017-04-26,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,56.99,Bestbuy.com,Outdoor Tech,Wednesday,4,April,26,17
96,2017-05-18,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,56.99,Bestbuy.com,Outdoor Tech,Thursday,5,May,18,20
97,2017-03-31,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,56.99,Bestbuy.com,Outdoor Tech,Friday,3,March,31,13
98,2017-03-30,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,56.99,Bestbuy.com,Outdoor Tech,Thursday,3,March,30,13
99,2017-03-22,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,56.99,Bestbuy.com,Outdoor Tech,Wednesday,3,March,22,12
100,2017-03-15,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,56.99,Bestbuy.com,Outdoor Tech,Wednesday,3,March,15,11
101,2017-03-10,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,56.99,Bestbuy.com,Outdoor Tech,Friday,3,March,10,10
102,2017-03-05,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,56.99,Bestbuy.com,Outdoor Tech,Sunday,3,March,5,9
103,2017-03-04,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,56.99,Bestbuy.com,Outdoor Tech,Saturday,3,March,4,9
104,2017-08-01,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,65.99,Bestbuy.com,Outdoor Tech,Tuesday,8,August,1,31
105,2017-09-08,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,71.99,Bestbuy.com,Outdoor Tech,Friday,9,September,8,36
106,2017-08-31,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,71.99,Bestbuy.com,Outdoor Tech,Thursday,8,August,31,35
107,2017-08-30,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,71.99,Bestbuy.com,Outdoor Tech,Wednesday,8,August,30,35
108,2017-08-01,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,71.99,Bestbuy.com,Outdoor Tech,Tuesday,8,August,1,31
109,2017-08-01,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,71.99,Bestbuy.com,Outdoor Tech,Tuesday,8,August,1,31
110,2017-07-26,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,71.99,Bestbuy.com,Outdoor Tech,Wednesday,7,July,26,30
111,2017-08-01,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,63.99,Bestbuy.com,Outdoor Tech,Tuesday,8,August,1,31
112,2017-08-30,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,59.99,Bestbuy.com,Outdoor Tech,Wednesday,8,August,30,35
113,2017-07-26,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,64.99,Bestbuy.com,Outdoor Tech,Wednesday,7,July,26,30
114,2017-03-10,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,58.99,Bestbuy.com,Outdoor Tech,Friday,3,March,10,10
115,2017-06-01,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,57.99,Bestbuy.com,Outdoor Tech,Thursday,6,June,1,22
116,2017-06-01,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,57.99,Bestbuy.com,Outdoor Tech,Thursday,6,June,1,22
117,2017-05-01,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,57.99,Bestbuy.com,Outdoor Tech,Monday,5,May,1,18
118,2017-05-10,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,57.99,Bestbuy.com,Outdoor Tech,Wednesday,5,May,10,19
119,2017-05-09,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,57.99,Bestbuy.com,Outdoor Tech,Tuesday,5,May,9,19
120,2017-04-26,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,57.99,Bestbuy.com,Outdoor Tech,Wednesday,4,April,26,17
121,2017-05-18,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,57.99,Bestbuy.com,Outdoor Tech,Thursday,5,May,18,20
122,2017-03-31,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,57.99,Bestbuy.com,Outdoor Tech,Friday,3,March,31,13
123,2017-03-30,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,57.99,Bestbuy.com,Outdoor Tech,Thursday,3,March,30,13
124,2017-03-22,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,57.99,Bestbuy.com,Outdoor Tech,Wednesday,3,March,22,12
125,2017-03-15,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,57.99,Bestbuy.com,Outdoor Tech,Wednesday,3,March,15,11
126,2017-03-05,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,57.99,Bestbuy.com,Outdoor Tech,Sunday,3,March,5,9
127,2017-03-04,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,57.99,Bestbuy.com,Outdoor Tech,Saturday,3,March,4,9
128,2017-12-12,"drive, storage, internal",2TB Red 5400 rpm SATA III 3.5 Internal NAS HDD,89.99,Walmart.com,WD,Tuesday,12,December,12,50
129,2017-07-23,"drive, storage, internal",2TB Red 5400 rpm SATA III 3.5 Internal NAS HDD,90.71,Walmart.com,WD,Sunday,7,July,23,29
130,2017-12-08,"drive, storage, internal",2TB Red 5400 rpm SATA III 3.5 Internal NAS HDD,84.99,bhphotovideo.com,WD,Friday,12,December,8,49
131,2017-12-08,"drive, storage, internal",2TB Red 5400 rpm SATA III 3.5 Internal NAS HDD,84.99,bhphotovideo.com,WD,Friday,12,December,8,49
132,2017-12-05,"drive, storage, internal",2TB Red 5400 rpm SATA III 3.5 Internal NAS HDD,84.99,bhphotovideo.com,WD,Tuesday,12,December,5,49
133,2017-11-18,"drive, storage, internal",2TB Red 5400 rpm SATA III 3.5 Internal NAS HDD,84.99,bhphotovideo.com,WD,Saturday,11,November,18,46
134,2017-10-17,"drive, storage, internal",2TB Red 5400 rpm SATA III 3.5 Internal NAS HDD,89.95,bhphotovideo.com,WD,Tuesday,10,October,17,42
135,2017-09-22,"drive, storage, internal",2TB Red 5400 rpm SATA III 3.5 Internal NAS HDD,89.95,bhphotovideo.com,WD,Friday,9,September,22,38
136,2017-09-20,"drive, storage, internal",2TB Red 5400 rpm SATA III 3.5 Internal NAS HDD,89.95,bhphotovideo.com,WD,Wednesday,9,September,20,38
137,2017-08-22,"drive, storage, internal",2TB Red 5400 rpm SATA III 3.5 Internal NAS HDD,89.95,bhphotovideo.com,WD,Tuesday,8,August,22,34
138,2017-08-29,"drive, storage, internal",2TB Red 5400 rpm SATA III 3.5 Internal NAS HDD,89.95,bhphotovideo.com,WD,Tuesday,8,August,29,35
139,2017-08-19,"drive, storage, internal",2TB Red 5400 rpm SATA III 3.5 Internal NAS HDD,89.95,bhphotovideo.com,WD,Saturday,8,August,19,33
140,2017-12-08,"car, speaker, subwoofer","Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",51.99,Walmart.com,Alpine,Friday,12,December,8,49
141,2017-10-30,"car, speaker, subwoofer","Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",44.36,Walmart.com,Alpine,Monday,10,October,30,44
142,2017-10-28,"car, speaker, subwoofer","Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",44.36,Walmart.com,Alpine,Saturday,10,October,28,43
143,2017-10-25,"car, speaker, subwoofer","Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",44.36,Walmart.com,Alpine,Wednesday,10,October,25,43
144,2017-10-21,"car, speaker, subwoofer","Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",44.36,Walmart.com,Alpine,Saturday,10,October,21,42
145,2017-07-23,"car, speaker, subwoofer","Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",44.36,Walmart.com,Alpine,Sunday,7,July,23,29
146,2017-11-16,"car, speaker, subwoofer","Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",44.35,Walmart.com,Alpine,Thursday,11,November,16,46
147,2017-11-11,"car, speaker, subwoofer","Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",44.35,Walmart.com,Alpine,Saturday,11,November,11,45
148,2017-04-04,"car, speaker, subwoofer","Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",66.99,Bestbuy.com,Alpine,Tuesday,4,April,4,14
149,2017-03-30,"car, speaker, subwoofer","Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",79.99,Bestbuy.com,Alpine,Thursday,3,March,30,13
150,2017-03-15,"car, speaker, subwoofer","Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",79.99,Bestbuy.com,Alpine,Wednesday,3,March,15,11
151,2017-03-10,"car, speaker, subwoofer","Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",79.99,Bestbuy.com,Alpine,Friday,3,March,10,10
152,2017-03-04,"car, speaker, subwoofer","Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",79.99,Bestbuy.com,Alpine,Saturday,3,March,4,9
153,2017-03-03,"car, speaker, subwoofer","Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",79.99,Bestbuy.com,Alpine,Friday,3,March,3,9
154,2017-07-09,"car, speaker, subwoofer","Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",72.99,Bestbuy.com,Alpine,Sunday,7,July,9,27
155,2017-08-12,"car, speaker, subwoofer","Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",65.99,Bestbuy.com,Alpine,Saturday,8,August,12,32
156,2017-10-10,"car, speaker, subwoofer","Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",71.99,Bestbuy.com,Alpine,Tuesday,10,October,10,41
157,2017-08-12,"car, speaker, subwoofer","Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",71.99,Bestbuy.com,Alpine,Saturday,8,August,12,32
158,2017-07-26,"car, speaker, subwoofer","Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",71.99,Bestbuy.com,Alpine,Wednesday,7,July,26,30
159,2017-06-01,"car, speaker, subwoofer","Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",71.99,Bestbuy.com,Alpine,Thursday,6,June,1,22
